mask_name,policy,T,profile_index,phi,phi_over_pi,v_fit_A,v_fit_B,v_fit_ABB,margin_A_losing,margin_B_losing,margin_ABB_winning,margin_primary_transport,margin_sensitivity_transport,strict_stage3,drift_stage3,pp_primary,pp_sensitivity
pp_sensitivity,fixed,3000,11,1.7756482442086183,0.565206390516493,-0.05996848195662197,-0.011131822291231898,0.08407778800334043,0.05098497292924865,0.002148313263858571,0.0750942789759671,-0.0013888214480140826,0.034378184513076365,1,1,0,1
pp_sensitivity,fixed,3000,12,1.780289768389872,0.5666838335503472,-0.059994967007705485,-0.01107865053527055,0.08352631071895067,0.05101145798033216,0.0020951415078972243,0.07454280169157734,-0.006124954925073187,0.02860627814281952,1,1,0,1
pp_sensitivity,fixed,3000,13,1.7849312925711258,0.5681612765842015,-0.06002113796821092,-0.011025907559969973,0.08300571429850835,0.0510376289408376,0.0020423985325966464,0.07402220527113502,-0.01131992319563234,0.02229878933368823,1,1,0,1
pp_sensitivity,fixed,3000,14,1.7895728167523794,0.5696387196180556,-0.060046990918354665,-0.010973587788436157,0.08251482346966871,0.05106348189098134,0.00199007876106283,0.07353131444229538,-0.017006826899065824,0.015433515834495565,1,1,0,1
pp_sensitivity,fixed,3000,15,1.794214340933633,0.5711161626519098,-0.060072521918369905,-0.010921696963363117,0.08205287116562368,0.05108901289099658,0.00193818793598979,0.07306936213825035,-0.02320729026169524,0.0079996851688659,1,1,0,1
pp_sensitivity,fixed,3000,16,1.7988558651148867,0.5725936056857639,-0.06009772733021929,-0.010870250219517883,0.08161596246903258,0.051114218302845967,0.0018867411921445563,0.07263245344165925,-0.029907850508757272,2.3574383917951414e-05,1,1,0,1
pp_primary,fixed,6000,0,1.7331945538002198,0.5516929611545138,-0.05971225613332391,-0.011644551387401452,0.09139409489895034,0.050728747105950586,0.002661042360028126,0.08241058587157701,5.640603294422564e-05,0.034185956434033646,1,1,1,1
pp_primary,fixed,6000,1,1.7357444312613253,0.552504612358941,-0.05972832668812353,-0.011612204601375587,0.09076883908414148,0.0507448176607502,0.002628695574002261,0.08178533005676815,0.007678512281010727,0.044060465195779594,1,1,1,1
pp_primary,fixed,6000,2,1.7382943087224307,0.553316263563368,-0.05974431269580593,-0.011580060427364158,0.09014278534600162,0.0507608036684326,0.002596551399990831,0.08115927631862829,0.013240809891106722,0.05143110565279829,1,1,1,1
pp_primary,fixed,6000,3,1.7408441861835362,0.5541279147677951,-0.05976021360672911,-0.011548128782692933,0.08954088320976554,0.050776704579355784,0.002564619755319606,0.08055737418239221,0.016586053017361074,0.055995308733863616,1,1,1,1
