label,sequence,phi,phi_over_pi,policy,T,T0,T1,v_fit,v_fit2,v_T,delta_v,deltaP_late_mean,deltaP_final,w_loc3,w_loc5,P0bar,x_mean_final,stable
paper_max_T300,B,1.0471975511965976,0.3333333333333333,fixed,16000,200,250,-0.03760768363369952,-0.03760764395822436,-0.03762600471016793,0.0030699149324734873,-0.11833536241407416,-0.22203808022708932,0.7174918696477277,0.7300189313975205,0.27820255412663725,-602.0160753626868,1
paper_max_T300,B,1.0471975511965976,0.3333333333333333,fixed,20000,200,250,-0.037607720132574865,-0.0376076950773243,-0.03761708155697915,0.0030788380856622694,-0.11843963624249033,-0.17127041218280822,0.7174915997670578,0.7300186653287517,0.27819883981884286,-752.341631139583,1
paper_max_T300,B,1.0471975511965976,0.3333333333333333,fixed,24000,200,250,-0.03760770024878554,-0.037607682858299026,-0.03760066024815862,0.0030952593944827966,-0.11839857684113969,0.0007616145703086552,0.7174914198034988,0.7300184882008586,0.2781963736850603,-902.4158459558068,1
paper_max_T300,B,1.0471975511965976,0.3333333333333333,scaled,3000,2000,2500,-0.03760236740358185,-0.037592199404537736,-0.03764338017057027,0.0002866212317482325,-0.11674513485041385,-0.1323464104315243,0.7174830589665511,0.7300161486103578,0.2784616697310234,-112.93014051171082,1
paper_max_T300,B,1.0471975511965976,0.3333333333333333,scaled,6000,4000,5000,-0.03760642275619665,-0.03760443162170363,-0.03761346939455234,0.00015140239234512354,-0.11750247708152745,-0.09739780604536469,0.7174874743318319,0.7300172861701462,0.27832330183625587,-225.68081636731404,1
paper_max_T300,B,1.0471975511965976,0.3333333333333333,scaled,8000,5333,6666,-0.03760895539817232,-0.037607990801720205,-0.03759696580509315,0.00012862023085994517,-0.11860760531650895,-0.03927065590348788,0.7174904810855216,0.7300175831341439,0.27818414277019193,-300.7757264407452,1
paper_max_T300,B,1.0471975511965976,0.3333333333333333,scaled,10000,6666,8333,-0.03760721342349422,-0.03760965598074031,-0.0376412909761155,0.00010939385158970083,-0.11864886974994444,-0.24278671425530352,0.717488609167264,0.7300173619625447,0.27826760731086564,-376.412909761155,1
paper_max_T300,B,1.0471975511965976,0.3333333333333333,scaled,12000,8000,10000,-0.03760770806844539,-0.037605629079546316,-0.03759981755205023,8.666965774710433e-05,-0.11791999613924746,-0.03508385837155631,0.7174888294334493,0.7300173429200106,0.27825366990327394,-451.1978106246028,1
paper_max_T300,B,1.0471975511965976,0.3333333333333333,scaled,16000,10666,13333,-0.037607811178241246,-0.037607102023859425,-0.03762600471016793,6.572607200150404e-05,-0.1180886744721948,-0.22203808022708932,0.7174892870941052,0.730017429896173,0.2782363063828143,-602.0160753626868,1
paper_max_T300,B,1.0471975511965976,0.3333333333333333,scaled,20000,13333,16666,-0.03760788947509991,-0.0376088141189275,-0.03761708155697915,4.735388610721536e-05,-0.11858238468741643,-0.17127041218280822,0.7174905309135836,0.7300176126235796,0.2781841661943204,-752.341631139583,1
paper_max_T300,B,1.0471975511965976,0.3333333333333333,scaled,24000,16000,20000,-0.03760763466591624,-0.03760830130205027,-0.03760066024815862,4.647286026519121e-05,-0.11853637095005715,0.0007616145703086552,0.7174897073658763,0.7300174942638694,0.278218935579554,-902.4158459558068,1
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,fixed,3000,200,250,0.12009540391465115,0.12009505908844255,0.12005928641220923,0.0022522473450261316,0.4008987492002562,0.46108638301253524,0.5539753580266323,0.560592059699127,0.17427121328403963,360.1778592366277,1
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,fixed,6000,200,250,0.12009572516453453,0.12009564967053059,0.12007057511250221,0.00226353604531912,0.40102087032739897,0.44066961819488676,0.5539742136880516,0.5605897221536005,0.1742285359782827,720.4234506750133,1
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,fixed,8000,200,250,0.12009564717828021,0.12009560480161348,0.12005793278446258,0.0022508937172794896,0.40095738342459913,0.44863442220602756,0.5539758089570398,0.5605893106666581,0.1742182927106772,960.4634622757006,1
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,fixed,10000,200,250,0.12009571649253438,0.12009569037164632,0.12009184968886757,0.00228481062168448,0.40101901794998324,0.42411963899182836,0.5539748747505334,0.5605889274390163,0.17420853964762265,1200.9184968886757,1
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,fixed,12000,200,250,0.12009566798982516,0.12009564964490424,0.12008820669009587,0.0022811676229127775,0.40096911694311316,0.470550225234437,0.5539761782238767,0.5605888075974166,0.17421530374881167,1441.0584802811504,1
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,fixed,16000,200,250,0.12009568240246116,0.12009567226043705,0.1200952852460753,0.0022882461788922004,0.4009803728180954,0.4397493797458375,0.55397589567224,0.560588524645203,0.17420710216411314,1921.5245639372047,1
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,fixed,20000,200,250,0.1200956828247031,0.12009567637408729,0.12007533522219987,0.00226829615501678,0.40098020607491214,0.4004111749539879,0.5539758237834306,0.5605883446142867,0.1742057623102171,2401.5067044439975,1
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,fixed,24000,200,250,0.12009568820184306,0.1200956837610198,0.12008895076216441,0.00228191169498132,0.4009913388384534,0.435398443326386,0.5539758614433299,0.5605882566091116,0.17420607543263886,2882.134818291946,1
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,scaled,3000,2000,2500,0.12009382963443967,0.12007951043583355,0.12005928641220923,0.0001930642523948617,0.40079758433087587,0.46108638301253524,0.5539806389933261,0.5605879637965818,0.17439641711803594,360.1778592366277,1
