label,sequence,phi,phi_over_pi,policy,metric_name,n_points,T_min,T_max,limit_estimate_deg1,rmse_deg1,limit_estimate_deg2,rmse_deg2
pp_primary_left_T6000,ABB,1.733178845836952,0.5516879611545139,scaled,w_loc3,7,6000,24000,0.10173119687629614,0.0003561290435661761,0.10020328000140351,0.000226917855154882
pp_primary_left_T6000,ABB,1.733178845836952,0.5516879611545139,scaled,w_loc5,7,6000,24000,0.11803732745547013,0.00046644181790260643,0.11603852403119315,0.00029772610983401266
pp_primary_left_T6000,ABB,1.733178845836952,0.5516879611545139,scaled,P0bar,7,6000,24000,0.023648932780471758,9.934660994979638e-05,0.023204738926956174,5.918224279119995e-05
pp_primary_right_T6000,A,1.7740083011411747,0.5646843804253472,fixed,v_fit,7,6000,24000,-0.05995899201542831,5.869760517761677e-10,-0.05995899527689406,3.5716466172903046e-11
pp_primary_right_T6000,A,1.7740083011411747,0.5646843804253472,fixed,deltaP_late_mean,7,6000,24000,-0.07461895446044198,3.0405258246160246e-10,-0.07461895276909539,1.1557949776749434e-11
pp_primary_right_T6000,A,1.7740083011411747,0.5646843804253472,fixed,w_loc3,7,6000,24000,0.6283971199336206,2.9190909073033972e-09,0.6283971036868307,5.5313496715825264e-11
pp_primary_right_T6000,A,1.7740083011411747,0.5646843804253472,fixed,w_loc5,7,6000,24000,0.6446594950386957,3.020182436148522e-10,0.6446594933632918,2.5154681830241103e-11
pp_primary_right_T6000,A,1.7740083011411747,0.5646843804253472,fixed,P0bar,7,6000,24000,0.2106316009832493,6.923674922831124e-08,0.21063198639786931,3.760590123365617e-10
pp_primary_right_T6000,A,1.7740083011411747,0.5646843804253472,scaled,v_fit,7,6000,24000,-0.05995899548433045,1.6403104035557714e-10,-0.05995899639599414,9.234347513799813e-12
pp_primary_right_T6000,A,1.7740083011411747,0.5646843804253472,scaled,deltaP_late_mean,7,6000,24000,-0.07461895634309765,2.284236211608898e-09,-0.07461894543000684,1.1723803699015748e-09
pp_primary_right_T6000,A,1.7740083011411747,0.5646843804253472,scaled,w_loc3,7,6000,24000,0.6283972903356483,1.1673519014871519e-06,0.628395569566995,1.1256804189708467e-06
pp_primary_right_T6000,A,1.7740083011411747,0.5646843804253472,scaled,w_loc5,7,6000,24000,0.6446595160900046,1.4215345156696236e-07,0.6446593060746434,1.3705572438208016e-07
