label,phi,phi_over_pi,L,rank_by_w_loc5,mode_index,w_loc3,w_loc5,P0,ipr,overlap_weight,tail_fit_ok,tail_kappa,tail_rmse_log
paper_max_T300,1.0471975511965976,0.3333333333333333,220,2,0,0.9891819051810576,0.9986265492688682,0.3619705372085704,0.26812602448508244,0.2786269668021354,1,1.1396919406770525,0.08304218147561991
paper_max_T300,1.0471975511965976,0.3333333333333333,220,3,3,0.9877695280431174,0.9965983161543839,0.24250429069770463,0.19821732391248395,0.00216652986699402,1,1.0236280309239618,0.13480279270080836
paper_max_T300,1.0471975511965976,0.3333333333333333,220,4,2,0.9877695280431175,0.9965983161543835,0.24250429069770446,0.1982173239124839,0.0021665298669940073,1,1.0236280325498224,0.13480279046436652
paper_max_T300,1.0471975511965976,0.3333333333333333,220,5,115,0.026415248973805545,0.0352901335447488,0.005420384437760265,0.0023084204879212818,0.0025558463216829633,1,0.0,0.04955191474066441
paper_max_T300,1.0471975511965976,0.3333333333333333,220,6,69,0.026407509014332427,0.03528557344510727,0.005472430147286636,0.0023097469812019857,0.0025608483554493263,1,0.0,0.05459961483319206
paper_max_T300,1.0471975511965976,0.3333333333333333,220,7,66,0.026395721428344145,0.03526831970883949,0.005357931787124141,0.002307003091213933,0.002548904664061935,1,1.2026606648434667e-05,0.04615746358049752
paper_max_T300,1.0471975511965976,0.3333333333333333,220,8,121,0.026368121754889614,0.035250474808454446,0.005512121940338082,0.002310947472950242,0.002563775438991341,1,3.3764658779961955e-05,0.0588313365732011
paper_max_T300,1.0471975511965976,0.3333333333333333,220,9,110,0.026353051573275305,0.03522401395206969,0.005286863414210122,0.002305527765446667,0.0025401460712791432,1,9.912415150647968e-05,0.04459634745178038
paper_max_T300,1.0471975511965976,0.3333333333333333,220,10,70,0.026292550717378158,0.03518047768646692,0.00553739206584865,0.0023119861885496805,0.002564480288924396,1,0.00013404893583567098,0.06068481112405879
paper_max_T300,1.0471975511965976,0.3333333333333333,220,11,64,0.026291042156967467,0.03516075874406565,0.005208793110077143,0.0023040244328204986,0.0025296801215605865,1,0.00016923639004429002,0.04249269952363892
paper_max_T300,1.0471975511965976,0.3333333333333333,220,12,100,0.0262131306577973,0.035081724743987866,0.0051251463881577,0.002302519451312995,0.0025176029183655163,1,0.00018556379656256523,0.038049489395033304
paper_max_T300,1.0471975511965976,0.3333333333333333,220,13,124,0.026176234384259835,0.03507114869436163,0.005546102348653129,0.002312828726533874,0.0025628046936134485,1,0.00025198849960639567,0.06127207668779057
paper_max_T300,1.0471975511965976,0.3333333333333333,220,14,62,0.026122366263930268,0.03498969763486648,0.005037158013728941,0.0023010354176995537,0.0025039967939949567,1,0.0001490322006248866,0.03205826314423151
paper_max_T300,1.0471975511965976,0.3333333333333333,220,15,72,0.026014752112409025,0.0349181390440187,0.005536110835546655,0.0023134447461390806,0.002558581016006137,1,0.0003714363745250671,0.06312324857643604
paper_max_T300,1.0471975511965976,0.3333333333333333,220,16,93,0.026021401955961643,0.03488707912876702,0.004945875771731514,0.0022995911965601698,0.0024889300943348657,1,8.812438196016651e-05,0.027160611735295947
paper_max_T300,1.0471975511965976,0.3333333333333333,300,1,0,0.9891819051810578,0.9986265492688683,0.3619705372085699,0.2681260244850822,0.2786269668021353,1,1.1396919399442111,0.08304217956878365
paper_max_T300,1.0471975511965976,0.3333333333333333,300,2,1,0.9891819051810579,0.9986265492688682,0.3619705372085714,0.2681260244850826,0.2786269668021361,1,1.1396919370477259,0.08304218643216411
paper_max_T300,1.0471975511965976,0.3333333333333333,300,3,2,0.9877695280431175,0.9965983161543839,0.24250429069770538,0.19821732391248403,0.002166529866993987,1,1.0236280309906132,0.13480279255550953
paper_max_T300,1.0471975511965976,0.3333333333333333,300,4,3,0.9877695280431174,0.9965983161543837,0.24250429069770424,0.19821732391248367,0.0021665298669939956,1,1.0236280342655895,0.134802788084421
paper_max_T300,1.0471975511965976,0.3333333333333333,300,5,164,0.019557798206025857,0.02607094763859782,0.003822581893393775,0.0016845537428783267,0.001976871692322964,1,0.00017326506930354763,0.036104307594403307
paper_max_T300,1.0471975511965976,0.3333333333333333,300,6,57,0.019551587165787126,0.026066986534105826,0.003852614420921619,0.0016850577259031854,0.001985117428683278,1,0.00018137629397788183,0.040138961549257376
paper_max_T300,1.0471975511965976,0.3333333333333333,300,7,54,0.01955074163474728,0.026061608625690288,0.003787813476234093,0.0016840231648813113,0.001967605313298574,1,0.00014079379708298537,0.03167555721794964
paper_max_T300,1.0471975511965976,0.3333333333333333,300,8,159,0.019530488721723412,0.026048173653705098,0.0038772386483361208,0.0016855264612875146,0.0019922411461388923,1,0.00015776527915247325,0.042973165229901064
paper_max_T300,1.0471975511965976,0.3333333333333333,300,9,153,0.019531941744770926,0.02604042587097458,0.003748930440986665,0.0016834742568912367,0.001957409575137668,1,9.6658060447037e-05,0.02799308766784571
paper_max_T300,1.0471975511965976,0.3333333333333333,300,10,61,0.019492808614545616,0.026012881198512364,0.0038957372781061234,0.0016859511463590887,0.0019981318222249715,1,0.00010576363294479252,0.0445553422966297
paper_max_T300,1.0471975511965976,0.3333333333333333,300,11,50,0.019502811407039702,0.026008746323197524,0.003706498825676282,0.001682914723426566,0.0019463654348606829,1,5.255042434272538e-05,0.025692819835295932
